sequence,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB,v115@UhC8AeB8AeA8BeF8Ke6NYaAFLDmClcJSAVDEHBEooR?BMoAVBPNmPCa+AAAvhFTkBXhBFnBOlB0pBxxB
LSZTIOJ,3650,4050,5150,3650,-1,-1,-1,4050
LSZTIJO,3650,4100,4750,3650,-1,-1,-1,4050
LSZTOIJ,3650,4050,5150,3650,-1,-1,-1,4050
LSZTOJI,3650,4450,4050,3650,-1,-1,-1,4050
LSZTJIO,3650,4250,4050,3650,-1,-1,-1,4050
LSZTJOI,3650,4450,4050,3650,-1,-1,-1,4050
LSJIOZT,4600,3650,5150,-1,-1,3550,-1,-1
LSJIOTZ,4600,-1,3650,3650,3550,3550,3550,5150
LSJIZOT,4600,4450,5150,-1,-1,3550,-1,-1
LSJIZTO,4600,4400,4750,-1,-1,3550,-1,-1
LSJITOZ,4600,4050,3550,3650,3550,3550,3550,4050
LSJITZO,4600,4050,3550,3650,3550,3550,3550,4050
LSJOIZT,4600,3650,5150,-1,-1,3550,-1,-1
LSJOITZ,4600,-1,3650,3650,3550,3550,3550,5150
LSJOZIT,4600,4450,5150,-1,-1,3650,-1,-1
LSJOZTI,4600,4450,4050,-1,-1,3650,-1,5150
LSJOTIZ,4600,4050,3650,3650,3650,3650,3650,5150
LSJOTZI,4600,4050,3650,3650,3650,3650,3650,5150
LSJZIOT,4600,4450,5150,-1,-1,3550,-1,-1
LSJZITO,4600,4400,4750,-1,-1,3550,-1,-1
LSJZOIT,4600,4550,5150,-1,-1,3650,-1,-1
LSJZOTI,4600,4550,4050,-1,-1,3650,-1,5150
LSJZTIO,4600,4400,4050,-1,-1,3650,-1,4050
LSJZTOI,4600,4450,4050,-1,-1,3650,-1,4050
LSJTIOZ,4600,4050,3550,3650,3650,3550,3550,4050
LSJTIZO,4600,4050,3550,3650,3650,3550,3550,4050
LSJTOIZ,4600,4050,3650,3650,3650,3650,3650,5150
LSJTOZI,4600,4050,3650,3650,3650,3650,3650,5150
LSJTZIO,4600,4400,3650,3650,3650,3650,3650,4050
LSJTZOI,4600,4450,3650,3650,3650,3650,3650,4050
LSTIOZJ,3650,4050,5150,3650,3650,-1,-1,4050
LSTIOJZ,3650,4050,3650,3650,3650,-1,3650,4050
LSTIZOJ,3650,4050,5150,3650,3650,-1,-1,4050
LSTIZJO,3650,4100,4750,3650,3650,-1,-1,4050
LSTIJOZ,3650,4050,3550,3650,3650,-1,3550,4050
LSTIJZO,3650,4050,3550,3650,3650,-1,3550,4050
LSTOIZJ,3650,4050,5150,3650,3650,-1,-1,4050
LSTOIJZ,3650,4050,3650,3650,3650,-1,3650,4050
LSTOZIJ,3650,4000,5150,3650,3650,-1,-1,4050
LSTOZJI,3650,4100,4050,3650,3650,-1,-1,4050
LSTOJIZ,4600,4050,3650,3650,3650,-1,3650,5150
LSTOJZI,4600,4050,3650,3650,3650,-1,3650,5150
LSTZIOJ,3650,4050,5150,3650,3650,-1,-1,4050
LSTZIJO,3650,4100,4750,3650,3650,-1,-1,4050
LSTZOIJ,3650,4050,5150,3650,3650,-1,-1,4050
LSTZOJI,3650,4450,4050,3650,3650,-1,-1,4050
LSTZJIO,3650,4250,4050,3650,3650,-1,-1,4050
LSTZJOI,3650,4450,4050,3650,3650,-1,-1,4050
LSTJIOZ,4600,4050,3550,3650,3650,-1,3550,4050
LSTJIZO,4600,4050,3550,3650,3650,-1,3550,4050
LSTJOIZ,4600,4050,3650,3650,3650,-1,3650,5150
LSTJOZI,4600,4050,3650,3650,3650,-1,3650,5150
LSTJZIO,4600,4400,3650,3650,3650,-1,3650,4050
LSTJZOI,4600,4450,3650,3650,3650,-1,3650,4050
LZIOSJT,3650,4450,5150,-1,-1,3650,-1,-1
LZIOSTJ,3650,4000,5150,3650,-1,-1,-1,-1
LZIOJST,4600,4450,5150,-1,-1,3650,-1,-1
LZIOJTS,3650,3550,-1,-1,3550,3650,3550,-1
LZIOTSJ,3650,3600,5150,3650,3650,-1,-1,-1
LZIOTJS,3650,3600,-1,-1,3650,3650,3650,-1
LZISOJT,3650,4450,5150,-1,-1,3650,-1,-1
LZISOTJ,3650,4000,5150,3650,-1,-1,-1,-1
LZISJOT,3650,4450,5150,-1,-1,3550,-1,-1
LZISJTO,3650,4250,4750,-1,-1,3550,-1,-1
LZISTOJ,3650,4000,5150,3650,-1,-1,-1,-1
LZISTJO,3650,4000,4750,3650,-1,-1,-1,-1
LZIJOST,4600,4450,5150,-1,-1,3650,-1,-1
LZIJOTS,3650,3550,-1,-1,3550,3650,3550,-1
LZIJSOT,4600,4450,5150,-1,-1,3550,-1,-1
LZIJSTO,4600,4250,4750,-1,-1,3550,-1,-1
LZIJTOS,3650,3550,-1,-1,3550,3650,3550,-1
LZIJTSO,3600,3550,-1,-1,3550,3650,3550,-1
LZITOSJ,3650,3600,5150,3650,3650,-1,-1,-1
LZITOJS,3650,3600,-1,-1,3650,3650,3650,-1
LZITSOJ,3650,3600,5150,3650,3650,-1,-1,-1
LZITSJO,3650,3600,4750,3650,3650,-1,-1,-1
LZITJOS,3650,3600,-1,-1,3550,3550,3550,-1
LZITJSO,3600,3600,-1,-1,3550,3550,3550,-1
LZOISJT,3650,4450,5150,-1,-1,3650,-1,-1
LZOISTJ,3650,4000,5150,3650,-1,-1,-1,-1
LZOIJST,4600,4450,5150,-1,-1,3650,-1,-1
LZOIJTS,3650,3550,-1,-1,3550,3650,3550,-1
LZOITSJ,3650,3600,5150,3650,3650,-1,-1,-1
LZOITJS,3650,3600,-1,-1,3650,3650,3650,-1
LZOSIJT,3650,4450,5150,-1,-1,3650,-1,-1
LZOSITJ,3650,4000,5150,3650,-1,-1,-1,-1
LZOSJIT,4600,4550,5150,-1,-1,3650,-1,-1
LZOSJTI,4600,4550,4050,-1,-1,3650,-1,5150
LZOSTIJ,3650,4050,5150,3650,-1,-1,-1,4050
LZOSTJI,3650,4450,4050,3650,-1,-1,-1,4050
LZOJIST,4600,4450,5150,-1,-1,3650,-1,-1
LZOJITS,3650,3700,-1,-1,3550,3650,3550,-1
LZOJSIT,4600,4550,5150,-1,-1,3650,-1,-1
LZOJSTI,4600,4550,4050,-1,-1,3650,-1,-1
LZOJTIS,3650,3700,-1,-1,3650,3650,3650,-1
LZOJTSI,4600,4450,-1,-1,3650,3650,3650,-1
LZOTISJ,3650,3650,5150,3650,3650,-1,-1,3650
LZOTIJS,3650,3700,-1,-1,3650,3650,3650,-1
LZOTSIJ,3650,4000,5150,3650,3650,-1,-1,3650
LZOTSJI,3650,4450,4050,3650,3650,-1,-1,3650
LZOTJIS,3650,3700,-1,-1,3650,3650,3650,-1
LZOTJSI,4600,4450,-1,-1,3650,3650,3650,-1
LZSIOJT,3650,4450,5150,-1,-1,3650,-1,-1
LZSIOTJ,3650,4000,5150,3650,-1,-1,-1,-1
LZSIJOT,3650,4450,5150,-1,-1,3550,-1,-1
LZSIJTO,3650,4250,4750,-1,-1,3550,-1,-1
LZSITOJ,3650,4000,5150,3650,-1,-1,-1,-1
LZSITJO,3650,4000,4750,3650,-1,-1,-1,-1
LZSOIJT,3650,4450,5150,-1,-1,3650,-1,-1
LZSOITJ,3650,4000,5150,3650,-1,-1,-1,-1
LZSOJIT,4600,4550,5150,-1,-1,3650,-1,-1
LZSOJTI,4600,4550,4050,-1,-1,3650,-1,5150
LZSOTIJ,3650,4050,5150,3650,-1,-1,-1,4050
LZSOTJI,3650,4450,4050,3650,-1,-1,-1,4050
LZSJIOT,4600,4450,5150,-1,-1,3550,-1,-1
LZSJITO,4600,4400,4750,-1,-1,3550,-1,-1
LZSJOIT,4600,4550,5150,-1,-1,3650,-1,-1
LZSJOTI,4600,4550,4050,-1,-1,3650,-1,5150
LZSJTIO,4600,4400,4050,-1,-1,3650,-1,4050
LZSJTOI,4600,4450,4050,-1,-1,3650,-1,4050
LZSTIOJ,3650,4050,5150,3650,-1,-1,-1,4050
LZSTIJO,3650,4100,4750,3650,-1,-1,-1,4050
LZSTOIJ,3650,4050,5150,3650,-1,-1,-1,4050
LZSTOJI,3650,4450,4050,3650,-1,-1,-1,4050
LZSTJIO,3650,4250,4050,3650,-1,-1,-1,4050
LZSTJOI,3650,4450,4050,3650,-1,-1,-1,4050
LZJIOST,4600,4450,5150,-1,-1,3650,-1,-1
LZJIOTS,3650,3550,-1,-1,3550,3650,3550,-1
LZJISOT,4600,4450,5150,-1,-1,3550,-1,-1
LZJISTO,4600,4250,4750,-1,-1,3550,-1,-1
LZJITOS,3650,3550,-1,-1,3550,3650,3550,-1
LZJITSO,3600,3550,-1,-1,3550,3650,3550,-1
LZJOIST,4600,4450,5150,-1,-1,3650,-1,-1
LZJOITS,3650,3700,-1,-1,3550,3650,3550,-1
LZJOSIT,4600,4550,5150,-1,-1,3650,-1,-1
LZJOSTI,4600,4550,4050,-1,-1,3650,-1,-1
LZJOTIS,3650,3700,-1,-1,3650,3650,3650,-1
LZJOTSI,4600,4450,-1,-1,3650,3650,3650,-1
LZJSIOT,4600,4450,5150,-1,-1,3550,-1,-1
LZJSITO,4600,4400,4750,-1,-1,3550,-1,-1
LZJSOIT,4600,4550,5150,-1,-1,3650,-1,-1
LZJSOTI,4600,4550,4050,-1,-1,3650,-1,-1
LZJSTIO,4600,4400,4050,-1,-1,3650,-1,-1
LZJSTOI,4600,4450,4050,-1,-1,3650,-1,-1
LZJTIOS,3650,3650,-1,-1,3550,3650,3650,-1
LZJTISO,3600,3650,-1,-1,3550,3650,3650,-1
LZJTOIS,3650,3650,-1,-1,3650,3650,3650,-1
LZJTOSI,4600,4450,-1,-1,3650,3650,3650,-1
LZJTSIO,4600,4250,-1,-1,3650,3650,3650,-1
LZJTSOI,4600,4450,-1,-1,3650,3650,3650,-1
LZTIOSJ,3650,3650,5150,3650,3650,-1,-1,3650
LZTIOJS,3650,3650,-1,-1,3650,3650,3650,-1
LZTISOJ,3650,3650,5150,3650,3650,-1,-1,3650
LZTISJO,3650,3650,4750,3650,3650,-1,-1,3650
LZTIJOS,3650,3650,-1,-1,3550,3550,3550,-1
LZTIJSO,3600,3650,-1,-1,3550,3550,3550,-1
LZTOISJ,3650,3650,5150,3650,3650,-1,-1,3650
LZTOIJS,3650,3700,-1,-1,3650,3650,3650,-1
LZTOSIJ,3650,4000,5150,3650,3650,-1,-1,3650
LZTOSJI,3650,4450,4050,3650,3650,-1,-1,3650
LZTOJIS,3650,3700,-1,-1,3650,3650,3650,-1
LZTOJSI,4600,4450,-1,-1,3650,3650,3650,-1
LZTSIOJ,3650,4000,5150,3650,3650,-1,-1,3650
LZTSIJO,3650,4000,4750,3650,3650,-1,-1,3650
LZTSOIJ,3650,4000,5150,3650,3650,-1,-1,3650
LZTSOJI,3650,4450,4050,3650,3650,-1,-1,3650
LZTSJIO,3650,4250,4050,3650,3650,-1,-1,3650
LZTSJOI,3650,4450,4050,3650,3650,-1,-1,3650
LZTJIOS,3650,3650,-1,-1,3550,3650,3650,-1
LZTJISO,3600,3650,-1,-1,3550,3650,3650,-1
LZTJOIS,3650,3650,-1,-1,3650,3650,3650,-1
LZTJOSI,4600,4450,-1,-1,3650,3650,3650,-1
LZTJSIO,4600,4250,-1,-1,3650,3650,3650,-1
LZTJSOI,4600,4450,-1,-1,3650,3650,3650,-1
LJIOSZT,4600,-1,5150,-1,-1,3550,-1,-1
LJIOSTZ,4600,-1,3650,3650,3650,3550,3550,-1
LJIOZST,4600,-1,5150,-1,-1,3650,-1,-1
LJIOZTS,3650,-1,-1,-1,3550,3650,3650,-1
LJIOTSZ,3600,-1,-1,3650,3650,3650,3650,-1
LJIOTZS,3650,-1,-1,-1,3650,3650,3650,-1
LJISOZT,4600,3650,5150,-1,-1,3550,-1,-1
LJISOTZ,4600,-1,3650,3650,3650,3550,3550,-1
LJISZOT,4600,3650,5150,-1,-1,3550,-1,-1
LJISZTO,4600,3650,4750,-1,-1,3550,-1,-1
LJISTOZ,4600,-1,3550,3650,3650,3550,3550,-1
LJISTZO,4600,3650,3550,3650,3650,3550,3550,-1
LJIZOST,4600,3550,5150,-1,-1,3650,-1,-1
LJIZOTS,3650,3550,-1,-1,3550,3650,3650,-1
LJIZSOT,4600,3550,5150,-1,-1,3550,-1,-1
LJIZSTO,4600,3550,4750,-1,-1,3550,-1,-1
LJIZTOS,3650,3550,-1,-1,3550,3650,3650,-1
LJIZTSO,3600,3550,-1,-1,3550,3650,3650,-1
LJITOSZ,3600,-1,-1,3650,3650,3650,3650,-1
LJITOZS,3650,-1,-1,-1,3650,3650,3650,-1
LJITSOZ,3600,-1,-1,3650,3650,3550,3550,-1
LJITSZO,3600,-1,-1,3650,3650,3550,3550,-1
LJITZOS,3650,-1,-1,-1,3550,3650,3650,-1
LJITZSO,3600,-1,-1,-1,3550,3650,3650,-1
LJOISZT,4600,-1,5150,-1,-1,3550,-1,-1
LJOISTZ,4600,-1,3650,3650,3650,3550,3550,-1
LJOIZST,4600,-1,5150,-1,-1,3650,-1,-1
LJOIZTS,3650,-1,-1,-1,3550,3650,3650,-1
LJOITSZ,3600,-1,-1,3650,3650,3650,3650,-1
LJOITZS,3650,-1,-1,-1,3650,3650,3650,-1
LJOSIZT,4600,-1,5150,-1,-1,3550,-1,-1
LJOSITZ,4600,-1,3650,3650,3650,3550,3550,5150
LJOSZIT,4600,-1,5150,-1,-1,3650,-1,-1
LJOSZTI,4600,-1,4050,-1,-1,3650,-1,5150
LJOSTIZ,4600,-1,3650,3650,3650,3650,3650,5150
LJOSTZI,4600,-1,3650,3650,3650,3650,3650,5150
LJOZIST,4600,-1,5150,-1,-1,3650,-1,-1
LJOZITS,3650,-1,-1,-1,3550,3650,3650,-1
LJOZSIT,4600,-1,5150,-1,-1,3650,-1,-1
LJOZSTI,4600,-1,4050,-1,-1,3650,-1,-1
LJOZTIS,3650,-1,-1,-1,3650,3650,3650,-1
LJOZTSI,4600,-1,-1,-1,3650,3650,3650,-1
LJOTISZ,3600,-1,-1,3650,3650,3650,3650,3650
LJOTIZS,3650,-1,-1,-1,3650,3650,3650,-1
LJOTSIZ,4600,-1,-1,3650,3650,3650,3650,3650
LJOTSZI,4600,-1,-1,3650,3650,3650,3650,3650
LJOTZIS,3650,-1,-1,-1,3650,3650,3650,-1
LJOTZSI,4600,-1,-1,-1,3650,3650,3650,-1
LJSIOZT,4600,3650,5150,-1,-1,3550,-1,-1
LJSIOTZ,4600,-1,3650,3650,3650,3550,3550,5150
LJSIZOT,4600,4450,5150,-1,-1,3550,-1,-1
LJSIZTO,4600,4400,4750,-1,-1,3550,-1,-1
LJSITOZ,4600,4050,3550,3650,3650,3550,3550,4050
LJSITZO,4600,4050,3550,3650,3650,3550,3550,4050
LJSOIZT,4600,3650,5150,-1,-1,3550,-1,-1
LJSOITZ,4600,-1,3650,3650,3650,3550,3550,5150
LJSOZIT,4600,4450,5150,-1,-1,3650,-1,-1
LJSOZTI,4600,4450,4050,-1,-1,3650,-1,5150
LJSOTIZ,4600,4050,3650,3650,3650,3650,3650,5150
LJSOTZI,4600,4050,3650,3650,3650,3650,3650,5150
LJSZIOT,4600,4450,5150,-1,-1,3550,-1,-1
LJSZITO,4600,4400,4750,-1,-1,3550,-1,-1
LJSZOIT,4600,4450,5150,-1,-1,3650,-1,-1
LJSZOTI,4600,4450,4050,-1,-1,3650,-1,5150
LJSZTIO,4600,4400,4050,-1,-1,3650,-1,4050
LJSZTOI,4600,4450,4050,-1,-1,3650,-1,4050
LJSTIOZ,4600,4050,3550,3650,3650,3550,3550,4050
LJSTIZO,4600,4050,3550,3650,3650,3550,3550,4050
LJSTOIZ,4600,4050,3650,3650,3650,3650,3650,5150
LJSTOZI,4600,4050,3650,3650,3650,3650,3650,5150
LJSTZIO,4600,4400,3650,3650,3650,3650,3650,4050
LJSTZOI,4600,4450,3650,3650,3650,3650,3650,4050
LJZIOST,4600,4450,5150,-1,-1,3650,-1,-1
LJZIOTS,3650,3550,-1,-1,3550,3650,3650,-1
LJZISOT,4600,4450,5150,-1,-1,3550,-1,-1
LJZISTO,4600,4250,4750,-1,-1,3550,-1,-1
LJZITOS,3650,3550,-1,-1,3550,3650,3650,-1
LJZITSO,3600,3550,-1,-1,3550,3650,3650,-1
LJZOIST,4600,4450,5150,-1,-1,3650,-1,-1
LJZOITS,3650,3550,-1,-1,3550,3650,3650,-1
LJZOSIT,4600,4450,5150,-1,-1,3650,-1,-1
LJZOSTI,4600,4450,4050,-1,-1,3650,-1,-1
LJZOTIS,3650,3600,-1,-1,3650,3650,3650,-1
LJZOTSI,4600,4450,-1,-1,3650,3650,3650,-1
LJZSIOT,4600,4450,5150,-1,-1,3550,-1,-1
LJZSITO,4600,4250,4750,-1,-1,3550,-1,-1
LJZSOIT,4600,4450,5150,-1,-1,3650,-1,-1
LJZSOTI,4600,4450,4050,-1,-1,3650,-1,-1
LJZSTIO,4600,4250,4050,-1,-1,3650,-1,-1
LJZSTOI,4600,4450,4050,-1,-1,3650,-1,-1
LJZTIOS,3650,3600,-1,-1,3550,3650,3650,-1
LJZTISO,3600,3600,-1,-1,3550,3650,3650,-1
LJZTOIS,3650,3600,-1,-1,3650,3650,3650,-1
LJZTOSI,4600,4450,-1,-1,3650,3650,3650,-1
LJZTSIO,4600,4250,-1,-1,3650,3650,3650,-1
LJZTSOI,4600,4450,-1,-1,3650,3650,3650,-1
LJTIOSZ,3600,-1,-1,3650,3650,3650,3650,3650
LJTIOZS,3650,-1,-1,-1,3650,3650,3650,-1
LJTISOZ,3600,3650,-1,3650,3650,3550,3550,3650
LJTISZO,3600,3650,-1,3650,3650,3550,3550,3650
LJTIZOS,3650,3600,-1,-1,3550,3650,3650,-1
LJTIZSO,3600,3600,-1,-1,3550,3650,3650,-1
LJTOISZ,3600,-1,-1,3650,3650,3650,3650,3650
LJTOIZS,3650,-1,-1,-1,3650,3650,3650,-1
LJTOSIZ,4600,-1,-1,3650,3650,3650,3650,3650
LJTOSZI,4600,-1,-1,3650,3650,3650,3650,3650
LJTOZIS,3650,-1,-1,-1,3650,3650,3650,-1
LJTOZSI,4600,-1,-1,-1,3650,3650,3650,-1
LJTSIOZ,4600,3650,-1,3650,3650,3550,3550,3650
LJTSIZO,4600,3650,-1,3650,3650,3550,3550,3650
LJTSOIZ,4600,3650,-1,3650,3650,3650,3650,3650
LJTSOZI,4600,3650,-1,3650,3650,3650,3650,3650
LJTSZIO,4600,3700,-1,3650,3650,3650,3650,3650
LJTSZOI,4600,3700,-1,3650,3650,3650,3650,3650
LJTZIOS,3650,3600,-1,-1,3550,3650,3650,-1
LJTZISO,3600,3600,-1,-1,3550,3650,3650,-1
LJTZOIS,3650,3600,-1,-1,3650,3650,3650,-1
LJTZOSI,4600,3600,-1,-1,3650,3650,3650,-1
LJTZSIO,4600,3600,-1,-1,3650,3650,3650,-1
LJTZSOI,4600,3600,-1,-1,3650,3650,3650,-1
LTIOSZJ,3650,3650,5150,3650,3650,-1,-1,3650
LTIOSJZ,3650,3650,3650,3650,3650,-1,3650,3650
LTIOZSJ,3650,3600,5150,3650,3650,-1,-1,3650
LTIOZJS,3650,3600,-1,-1,3650,3650,3650,-1
LTIOJSZ,3600,-1,-1,3650,3650,3550,3650,3650
LTIOJZS,3650,-1,-1,-1,3650,3550,3650,-1
LTISOZJ,3650,3650,5150,3650,3650,-1,-1,3650
LTISOJZ,3650,3650,3650,3650,3650,-1,3650,3650
LTISZOJ,3650,3650,5150,3650,3650,-1,-1,3650
LTISZJO,3650,3700,4750,3650,3650,-1,-1,3650
LTISJOZ,3650,3650,3550,3650,3650,-1,3550,3650
LTISJZO,3650,3650,3550,3650,3650,-1,3550,3650
LTIZOSJ,3650,3650,5150,3650,3650,-1,-1,3650
LTIZOJS,3650,3650,-1,-1,3650,3650,3650,-1
LTIZSOJ,3650,3650,5150,3650,3650,-1,-1,3650
LTIZSJO,3650,3650,4750,3650,3650,-1,-1,3650
LTIZJOS,3650,3650,-1,-1,3550,3550,3550,-1
LTIZJSO,3600,3650,-1,-1,3550,3550,3550,-1
LTIJOSZ,3600,-1,-1,3650,3650,3550,3650,3650
LTIJOZS,3650,-1,-1,-1,3650,3550,3650,-1
LTIJSOZ,3600,3650,-1,3650,3650,3550,3550,3650
LTIJSZO,3600,3650,-1,3650,3650,3550,3550,3650
LTIJZOS,3650,3600,-1,-1,3550,3550,3650,-1
LTIJZSO,3600,3600,-1,-1,3550,3550,3650,-1
LTOISZJ,3650,3650,5150,3650,3650,-1,-1,3650
LTOISJZ,3650,3650,3650,3650,3650,-1,3650,3650
LTOIZSJ,3650,3600,5150,3650,3650,-1,-1,3650
LTOIZJS,3650,3600,-1,-1,3650,3650,3650,-1
LTOIJSZ,3600,-1,-1,3650,3650,3550,3650,3650
LTOIJZS,3650,-1,-1,-1,3650,3550,3650,-1
LTOSIZJ,3650,3650,5150,3650,3650,-1,-1,4050
LTOSIJZ,3650,3650,3650,3650,3650,-1,3650,4050
LTOSZIJ,3650,3600,5150,3650,3650,-1,-1,4050
LTOSZJI,3650,3700,4050,3650,3650,-1,-1,4050
LTOSJIZ,4600,3650,3650,3650,3650,-1,3650,5150
LTOSJZI,4600,3650,3650,3650,3650,-1,3650,5150
LTOZISJ,3650,3600,5150,3650,3650,-1,-1,3650
LTOZIJS,3650,3600,-1,-1,3650,3650,3650,-1
LTOZSIJ,3650,3600,5150,3650,3650,-1,-1,3650
LTOZSJI,3650,3600,4050,3650,3650,-1,-1,3650
LTOZJIS,3650,3600,-1,-1,3650,3650,3650,-1
LTOZJSI,4600,3600,-1,-1,3650,3650,3650,-1
LTOJISZ,3600,-1,-1,3650,3650,3650,3650,3650
LTOJIZS,3650,-1,-1,-1,3650,3650,3650,-1
LTOJSIZ,4600,-1,-1,3650,3650,3650,3650,3650
LTOJSZI,4600,-1,-1,3650,3650,3650,3650,3650
LTOJZIS,3650,-1,-1,-1,3650,3650,3650,-1
LTOJZSI,4600,-1,-1,-1,3650,3650,3650,-1
LTSIOZJ,3650,4050,5150,3650,3650,-1,-1,4050
LTSIOJZ,3650,4050,3650,3650,3650,-1,3650,4050
LTSIZOJ,3650,4050,5150,3650,3650,-1,-1,4050
LTSIZJO,3650,4100,4750,3650,3650,-1,-1,4050
LTSIJOZ,3650,4050,3550,3650,3650,-1,3550,4050
LTSIJZO,3650,4050,3550,3650,3650,-1,3550,4050
LTSOIZJ,3650,4050,5150,3650,3650,-1,-1,4050
LTSOIJZ,3650,4050,3650,3650,3650,-1,3650,4050
LTSOZIJ,3650,4000,5150,3650,3650,-1,-1,4050
LTSOZJI,3650,4100,4050,3650,3650,-1,-1,4050
LTSOJIZ,4600,4050,3650,3650,3650,-1,3650,5150
LTSOJZI,4600,4050,3650,3650,3650,-1,3650,5150
LTSZIOJ,3650,4050,5150,3650,3650,-1,-1,4050
LTSZIJO,3650,4100,4750,3650,3650,-1,-1,4050
LTSZOIJ,3650,4000,5150,3650,3650,-1,-1,4050
LTSZOJI,3650,4450,4050,3650,3650,-1,-1,4050
LTSZJIO,3650,4250,4050,3650,3650,-1,-1,4050
LTSZJOI,3650,4450,4050,3650,3650,-1,-1,4050
LTSJIOZ,4600,4050,3550,3650,3650,-1,3550,4050
LTSJIZO,4600,4050,3550,3650,3650,-1,3550,4050
LTSJOIZ,4600,4050,3650,3650,3650,-1,3650,5150
LTSJOZI,4600,4050,3650,3650,3650,-1,3650,5150
LTSJZIO,4600,4400,3650,3650,3650,-1,3650,4050
LTSJZOI,4600,4450,3650,3650,3650,-1,3650,4050
LTZIOSJ,3650,3650,5150,3650,3650,-1,-1,3650
LTZIOJS,3650,3650,-1,-1,3650,3650,3650,-1
LTZISOJ,3650,3650,5150,3650,3650,-1,-1,3650
LTZISJO,3650,3650,4750,3650,3650,-1,-1,3650
LTZIJOS,3650,3650,-1,-1,3550,3550,3550,-1
LTZIJSO,3600,3650,-1,-1,3550,3550,3550,-1
LTZOISJ,3650,3650,5150,3650,3650,-1,-1,3650
LTZOIJS,3650,3700,-1,-1,3650,3650,3650,-1
LTZOSIJ,3650,4000,5150,3650,3650,-1,-1,3650
LTZOSJI,3650,4450,4050,3650,3650,-1,-1,3650
LTZOJIS,3650,3700,-1,-1,3650,3650,3650,-1
LTZOJSI,4600,4450,-1,-1,3650,3650,3650,-1
LTZSIOJ,3650,4000,5150,3650,3650,-1,-1,3650
LTZSIJO,3650,4000,4750,3650,3650,-1,-1,3650
LTZSOIJ,3650,4000,5150,3650,3650,-1,-1,3650
LTZSOJI,3650,4450,4050,3650,3650,-1,-1,3650
LTZSJIO,3650,4250,4050,3650,3650,-1,-1,3650
LTZSJOI,3650,4450,4050,3650,3650,-1,-1,3650
LTZJIOS,3650,3650,-1,-1,3550,3650,3650,-1
LTZJISO,3600,3650,-1,-1,3550,3650,3650,-1
LTZJOIS,3650,3650,-1,-1,3650,3650,3650,-1
LTZJOSI,4600,4450,-1,-1,3650,3650,3650,-1
LTZJSIO,4600,4250,-1,-1,3650,3650,3650,-1
LTZJSOI,4600,4450,-1,-1,3650,3650,3650,-1
LTJIOSZ,3600,-1,-1,3650,3650,3650,3650,3650
LTJIOZS,3650,-1,-1,-1,3650,3650,3650,-1
LTJISOZ,3600,3650,-1,3650,3650,3550,3550,3650
LTJISZO,3600,3650,-1,3650,3650,3550,3550,3650
LTJIZOS,3650,3600,-1,-1,3550,3650,3650,-1
LTJIZSO,3600,3600,-1,-1,3550,3650,3650,-1
LTJOISZ,3600,-1,-1,3650,3650,3650,3650,3650
LTJOIZS,3650,-1,-1,-1,3650,3650,3650,-1
LTJOSIZ,4600,-1,-1,3650,3650,3650,3650,3650
LTJOSZI,4600,-1,-1,3650,3650,3650,3650,3650
LTJOZIS,3650,-1,-1,-1,3650,3650,3650,-1
LTJOZSI,4600,-1,-1,-1,3650,3650,3650,-1
LTJSIOZ,4600,3650,-1,3650,3650,3550,3550,3650
LTJSIZO,4600,3650,-1,3650,3650,3550,3550,3650
LTJSOIZ,4600,3650,-1,3650,3650,3650,3650,3650
LTJSOZI,4600,3650,-1,3650,3650,3650,3650,3650
LTJSZIO,4600,3700,-1,3650,3650,3650,3650,3650
LTJSZOI,4600,3700,-1,3650,3650,3650,3650,3650
LTJZIOS,3650,3600,-1,-1,3550,3650,3650,-1
LTJZISO,3600,3600,-1,-1,3550,3650,3650,-1
LTJZOIS,3650,3600,-1,-1,3650,3650,3650,-1
LTJZOSI,4600,3600,-1,-1,3650,3650,3650,-1
LTJZSIO,4600,3600,-1,-1,3650,3650,3650,-1
LTJZSOI,4600,3600,-1,-1,3650,3650,3650,-1
TIOSZJL,3650,3650,4050,3650,3650,-1,-1,-1
TIOSZLJ,3650,3650,5150,3650,3650,-1,-1,-1
