sequence,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB,v115@UhC8AeB8AeA8BeF8Ke6NYaAFLDmClcJSAVDEHBEooR?BMoAVBPNmPCa+AAAvhFTkBXhBFnBOlB0pBxxB
OJITZLS,3650,-1,-1,-1,3650,3650,3650,-1
OJITLSZ,3600,-1,-1,3650,3650,3650,3650,-1
OJITLZS,3650,-1,-1,-1,3650,3650,3650,-1
OJSIZLT,4600,-1,5150,-1,-1,3650,-1,-1
OJSIZTL,4600,-1,4050,3650,3650,3650,3650,-1
OJSILZT,4600,-1,5150,-1,-1,3550,-1,-1
OJSILTZ,4600,-1,3650,3650,3650,3550,3550,5150
OJSITZL,4600,-1,3650,3650,3650,3650,3650,-1
OJSITLZ,4600,-1,3650,3650,3650,3650,3650,4050
OJSZILT,4600,-1,5150,-1,-1,3650,-1,-1
OJSZITL,4600,-1,4050,3650,3650,3650,3650,-1
OJSZLIT,4600,-1,5150,-1,-1,3650,-1,-1
OJSZLTI,4600,-1,4050,-1,-1,3650,-1,5150
OJSZTIL,4600,-1,4050,3650,3650,3650,3650,-1
OJSZTLI,4600,-1,4050,3650,3650,3650,3650,4050
OJSLIZT,4600,-1,5150,-1,-1,3550,-1,-1
OJSLITZ,4600,-1,3650,3650,3650,3550,3550,5150
OJSLZIT,4600,-1,5150,-1,-1,3650,-1,-1
OJSLZTI,4600,-1,4050,-1,-1,3650,-1,5150
OJSLTIZ,4600,-1,3650,3650,3650,3650,3650,5150
OJSLTZI,4600,-1,3650,3650,3650,3650,3650,5150
OJSTIZL,4600,-1,3650,3650,3650,3650,3650,-1
OJSTILZ,4600,-1,3650,3650,3650,3650,3650,4050
OJSTZIL,4600,-1,3650,3650,3650,3650,3650,-1
OJSTZLI,4600,-1,3650,3650,3650,3650,3650,4050
OJSTLIZ,4600,-1,3650,3650,3650,3650,3650,5150
OJSTLZI,4600,-1,3650,3650,3650,3650,3650,5150
OJZISLT,4600,-1,5150,-1,-1,3650,-1,-1
OJZISTL,4600,-1,4050,-1,3650,3650,3650,-1
OJZILST,4600,-1,5150,-1,-1,3650,-1,-1
OJZILTS,3650,-1,-1,-1,3550,3650,3650,-1
OJZITSL,3650,-1,-1,-1,3650,3650,3650,-1
OJZITLS,3650,-1,-1,-1,3650,3650,3650,-1
OJZSILT,4600,-1,5150,-1,-1,3650,-1,-1
OJZSITL,4600,-1,4050,-1,3650,3650,3650,-1
OJZSLIT,4600,-1,5150,-1,-1,3650,-1,-1
OJZSLTI,4600,-1,4050,-1,-1,3650,-1,-1
OJZSTIL,4600,-1,4050,-1,3650,3650,3650,-1
OJZSTLI,4600,-1,4050,-1,3650,3650,3650,-1
OJZLIST,4600,-1,5150,-1,-1,3650,-1,-1
OJZLITS,3650,-1,-1,-1,3550,3650,3650,-1
OJZLSIT,4600,-1,5150,-1,-1,3650,-1,-1
OJZLSTI,4600,-1,4050,-1,-1,3650,-1,-1
OJZLTIS,3650,-1,-1,-1,3650,3650,3650,-1
OJZLTSI,4600,-1,-1,-1,3650,3650,3650,-1
OJZTISL,3650,-1,-1,-1,3650,3650,3650,-1
OJZTILS,3650,-1,-1,-1,3650,3650,3650,-1
OJZTSIL,4600,-1,-1,-1,3650,3650,3650,-1
OJZTSLI,4600,-1,-1,-1,3650,3650,3650,-1
OJZTLIS,3650,-1,-1,-1,3650,3650,3650,-1
OJZTLSI,4600,-1,-1,-1,3650,3650,3650,-1
OJLISZT,4600,-1,5150,-1,-1,3550,-1,-1
OJLISTZ,4600,-1,3650,3650,3650,3550,3550,-1
OJLIZST,4600,-1,5150,-1,-1,3650,-1,-1
OJLIZTS,3650,-1,-1,-1,3550,3650,3650,-1
OJLITSZ,3600,-1,-1,3650,3650,3650,3650,-1
OJLITZS,3650,-1,-1,-1,3650,3650,3650,-1
OJLSIZT,4600,-1,5150,-1,-1,3550,-1,-1
OJLSITZ,4600,-1,3650,3650,3650,3550,3550,5150
OJLSZIT,4600,-1,5150,-1,-1,3650,-1,-1
OJLSZTI,4600,-1,4050,-1,-1,3650,-1,5150
OJLSTIZ,4600,-1,3650,3650,3650,3650,3650,5150
OJLSTZI,4600,-1,3650,3650,3650,3650,3650,5150
OJLZIST,4600,-1,5150,-1,-1,3650,-1,-1
OJLZITS,3650,-1,-1,-1,3550,3650,3650,-1
OJLZSIT,4600,-1,5150,-1,-1,3650,-1,-1
OJLZSTI,4600,-1,4050,-1,-1,3650,-1,-1
OJLZTIS,3650,-1,-1,-1,3650,3650,3650,-1
OJLZTSI,4600,-1,-1,-1,3650,3650,3650,-1
OJLTISZ,3600,-1,-1,3650,3650,3650,3650,3650
OJLTIZS,3650,-1,-1,-1,3650,3650,3650,-1
OJLTSIZ,4600,-1,-1,3650,3650,3650,3650,3650
OJLTSZI,4600,-1,-1,3650,3650,3650,3650,3650
OJLTZIS,3650,-1,-1,-1,3650,3650,3650,-1
OJLTZSI,4600,-1,-1,-1,3650,3650,3650,-1
OJTISZL,3600,-1,-1,3650,3650,3650,3650,-1
OJTISLZ,3600,-1,-1,3650,3650,3650,3650,-1
OJTIZSL,3650,-1,-1,-1,3650,3650,3650,-1
OJTIZLS,3650,-1,-1,-1,3650,3650,3650,-1
OJTILSZ,3600,-1,-1,3650,3650,3650,3650,-1
OJTILZS,3650,-1,-1,-1,3650,3650,3650,-1
OJTSIZL,4600,-1,-1,3650,3650,3650,3650,-1
OJTSILZ,4600,-1,-1,3650,3650,3650,3650,3650
OJTSZIL,4600,-1,-1,3650,3650,3650,3650,-1
OJTSZLI,4600,-1,-1,3650,3650,3650,3650,3650
OJTSLIZ,4600,-1,-1,3650,3650,3650,3650,3650
OJTSLZI,4600,-1,-1,3650,3650,3650,3650,3650
OJTZISL,3650,-1,-1,-1,3650,3650,3650,-1
OJTZILS,3650,-1,-1,-1,3650,3650,3650,-1
OJTZSIL,4600,-1,-1,-1,3650,3650,3650,-1
OJTZSLI,4600,-1,-1,-1,3650,3650,3650,-1
OJTZLIS,3650,-1,-1,-1,3650,3650,3650,-1
OJTZLSI,4600,-1,-1,-1,3650,3650,3650,-1
OJTLISZ,3600,-1,-1,3650,3650,3650,3650,3650
OJTLIZS,3650,-1,-1,-1,3650,3650,3650,-1
OJTLSIZ,4600,-1,-1,3650,3650,3650,3650,3650
OJTLSZI,4600,-1,-1,3650,3650,3650,3650,3650
OJTLZIS,3650,-1,-1,-1,3650,3650,3650,-1
OJTLZSI,4600,-1,-1,-1,3650,3650,3650,-1
OLISZJT,3650,3550,5150,-1,-1,3650,-1,-1
OLISZTJ,3650,3550,5150,3650,-1,-1,-1,-1
OLISJZT,4600,3650,5150,-1,-1,3550,-1,-1
OLISJTZ,4600,-1,3650,3650,3550,3550,3550,5150
OLISTZJ,3650,-1,5150,3650,3650,-1,-1,4050
OLISTJZ,3650,-1,3650,3650,3650,-1,3650,4050
OLIZSJT,3650,3550,5150,-1,-1,3650,-1,-1
OLIZSTJ,3650,3550,5150,3650,-1,-1,-1,-1
OLIZJST,4600,3550,5150,-1,-1,3650,-1,-1
OLIZJTS,3650,3550,-1,-1,3550,3650,3550,-1
OLIZTSJ,3650,3550,5150,3650,3650,-1,-1,-1
OLIZTJS,3650,3550,-1,-1,3650,3650,3650,-1
OLIJSZT,4600,-1,5150,-1,-1,3550,-1,-1
OLIJSTZ,4600,-1,3650,3650,3650,3550,3550,-1
OLIJZST,4600,-1,5150,-1,-1,3650,-1,-1
OLIJZTS,3650,-1,-1,-1,3550,3650,3650,-1
OLIJTSZ,3600,-1,-1,3650,3650,3650,3650,-1
OLIJTZS,3650,-1,-1,-1,3650,3650,3650,-1
OLITSZJ,3650,-1,5150,3650,3650,-1,-1,3650
OLITSJZ,3650,-1,3650,3650,3650,-1,3650,3650
OLITZSJ,3650,-1,5150,3650,3650,-1,-1,3650
OLITZJS,3650,-1,-1,-1,3650,3650,3650,-1
OLITJSZ,3600,-1,-1,3650,3650,3550,3650,3650
OLITJZS,3650,-1,-1,-1,3650,3550,3650,-1
OLSIZJT,3650,3550,5150,-1,-1,3650,-1,-1
OLSIZTJ,3650,3550,5150,3650,-1,-1,-1,-1
OLSIJZT,4600,3650,5150,-1,-1,3550,-1,-1
OLSIJTZ,4600,-1,3650,3650,3550,3550,3550,5150
OLSITZJ,3650,-1,5150,3650,3650,-1,-1,4050
OLSITJZ,3650,-1,3650,3650,3650,-1,3650,4050
OLSZIJT,3650,4450,5150,-1,-1,3650,-1,-1
OLSZITJ,3650,4000,5150,3650,-1,-1,-1,-1
OLSZJIT,4600,4450,5150,-1,-1,3650,-1,-1
OLSZJTI,4600,4450,4050,-1,-1,3650,-1,5150
OLSZTIJ,3650,4000,5150,3650,-1,-1,-1,4050
OLSZTJI,3650,4450,4050,3650,-1,-1,-1,4050
OLSJIZT,4600,3650,5150,-1,-1,3550,-1,-1
OLSJITZ,4600,-1,3650,3650,3550,3550,3550,5150
OLSJZIT,4600,4450,5150,-1,-1,3650,-1,-1
OLSJZTI,4600,4450,4050,-1,-1,3650,-1,5150
OLSJTIZ,4600,4050,3650,3650,3650,3650,3650,5150
OLSJTZI,4600,4050,3650,3650,3650,3650,3650,5150
OLSTIZJ,3650,4050,5150,3650,3650,-1,-1,4050
OLSTIJZ,3650,4050,3650,3650,3650,-1,3650,4050
OLSTZIJ,3650,4000,5150,3650,3650,-1,-1,4050
OLSTZJI,3650,4100,4050,3650,3650,-1,-1,4050
OLSTJIZ,4600,4050,3650,3650,3650,-1,3650,5150
OLSTJZI,4600,4050,3650,3650,3650,-1,3650,5150
OLZISJT,3650,4450,5150,-1,-1,3650,-1,-1
OLZISTJ,3650,4000,5150,3650,-1,-1,-1,-1
OLZIJST,4600,4450,5150,-1,-1,3650,-1,-1
OLZIJTS,3650,3550,-1,-1,3550,3650,3550,-1
OLZITSJ,3650,3600,5150,3650,3650,-1,-1,-1
OLZITJS,3650,3600,-1,-1,3650,3650,3650,-1
OLZSIJT,3650,4450,5150,-1,-1,3650,-1,-1
OLZSITJ,3650,4000,5150,3650,-1,-1,-1,-1
OLZSJIT,4600,4450,5150,-1,-1,3650,-1,-1
OLZSJTI,4600,4450,4050,-1,-1,3650,-1,5150
OLZSTIJ,3650,4000,5150,3650,-1,-1,-1,4050
OLZSTJI,3650,4450,4050,3650,-1,-1,-1,4050
OLZJIST,4600,4450,5150,-1,-1,3650,-1,-1
OLZJITS,3650,3550,-1,-1,3550,3650,3550,-1
OLZJSIT,4600,4450,5150,-1,-1,3650,-1,-1
OLZJSTI,4600,4450,4050,-1,-1,3650,-1,-1
OLZJTIS,3650,3600,-1,-1,3650,3650,3650,-1
OLZJTSI,4600,4450,-1,-1,3650,3650,3650,-1
OLZTISJ,3650,3600,5150,3650,3650,-1,-1,3650
OLZTIJS,3650,3600,-1,-1,3650,3650,3650,-1
OLZTSIJ,3650,4000,5150,3650,3650,-1,-1,3650
OLZTSJI,3650,4450,4050,3650,3650,-1,-1,3650
OLZTJIS,3650,3600,-1,-1,3650,3650,3650,-1
OLZTJSI,4600,4450,-1,-1,3650,3650,3650,-1
OLJISZT,4600,-1,5150,-1,-1,3550,-1,-1
OLJISTZ,4600,-1,3650,3650,3650,3550,3550,-1
OLJIZST,4600,-1,5150,-1,-1,3650,-1,-1
OLJIZTS,3650,-1,-1,-1,3550,3650,3650,-1
OLJITSZ,3600,-1,-1,3650,3650,3650,3650,-1
OLJITZS,3650,-1,-1,-1,3650,3650,3650,-1
OLJSIZT,4600,-1,5150,-1,-1,3550,-1,-1
OLJSITZ,4600,-1,3650,3650,3650,3550,3550,5150
OLJSZIT,4600,-1,5150,-1,-1,3650,-1,-1
OLJSZTI,4600,-1,4050,-1,-1,3650,-1,5150
OLJSTIZ,4600,-1,3650,3650,3650,3650,3650,5150
OLJSTZI,4600,-1,3650,3650,3650,3650,3650,5150
OLJZIST,4600,-1,5150,-1,-1,3650,-1,-1
OLJZITS,3650,-1,-1,-1,3550,3650,3650,-1
OLJZSIT,4600,-1,5150,-1,-1,3650,-1,-1
OLJZSTI,4600,-1,4050,-1,-1,3650,-1,-1
OLJZTIS,3650,-1,-1,-1,3650,3650,3650,-1
OLJZTSI,4600,-1,-1,-1,3650,3650,3650,-1
OLJTISZ,3600,-1,-1,3650,3650,3650,3650,3650
OLJTIZS,3650,-1,-1,-1,3650,3650,3650,-1
OLJTSIZ,4600,-1,-1,3650,3650,3650,3650,3650
OLJTSZI,4600,-1,-1,3650,3650,3650,3650,3650
OLJTZIS,3650,-1,-1,-1,3650,3650,3650,-1
OLJTZSI,4600,-1,-1,-1,3650,3650,3650,-1
OLTISZJ,3650,3650,5150,3650,3650,-1,-1,3650
OLTISJZ,3650,3650,3650,3650,3650,-1,3650,3650
OLTIZSJ,3650,3600,5150,3650,3650,-1,-1,3650
OLTIZJS,3650,3600,-1,-1,3650,3650,3650,-1
OLTIJSZ,3600,-1,-1,3650,3650,3550,3650,3650
OLTIJZS,3650,-1,-1,-1,3650,3550,3650,-1
OLTSIZJ,3650,3650,5150,3650,3650,-1,-1,4050
OLTSIJZ,3650,3650,3650,3650,3650,-1,3650,4050
OLTSZIJ,3650,3600,5150,3650,3650,-1,-1,4050
OLTSZJI,3650,3700,4050,3650,3650,-1,-1,4050
OLTSJIZ,4600,3650,3650,3650,3650,-1,3650,5150
OLTSJZI,4600,3650,3650,3650,3650,-1,3650,5150
OLTZISJ,3650,3600,5150,3650,3650,-1,-1,3650
OLTZIJS,3650,3600,-1,-1,3650,3650,3650,-1
OLTZSIJ,3650,3600,5150,3650,3650,-1,-1,3650
OLTZSJI,3650,3600,4050,3650,3650,-1,-1,3650
OLTZJIS,3650,3600,-1,-1,3650,3650,3650,-1
OLTZJSI,4600,3600,-1,-1,3650,3650,3650,-1
OLTJISZ,3600,-1,-1,3650,3650,3650,3650,3650
OLTJIZS,3650,-1,-1,-1,3650,3650,3650,-1
OLTJSIZ,4600,-1,-1,3650,3650,3650,3650,3650
OLTJSZI,4600,-1,-1,3650,3650,3650,3650,3650
OLTJZIS,3650,-1,-1,-1,3650,3650,3650,-1
OLTJZSI,4600,-1,-1,-1,3650,3650,3650,-1
OTISZJL,3650,3650,4050,3650,3650,-1,-1,-1
OTISZLJ,3650,3650,5150,3650,3650,-1,-1,-1
OTISJZL,3650,3650,3650,3650,3650,-1,3650,-1
OTISJLZ,3650,-1,3650,3650,3650,-1,3650,3650
OTISLZJ,3650,-1,5150,3650,3650,-1,-1,3650
OTISLJZ,3650,-1,3650,3650,3650,-1,3650,3650
OTIZSJL,3650,3650,4050,3650,3650,-1,-1,-1
OTIZSLJ,3650,3650,5150,3650,3650,-1,-1,-1
OTIZJSL,3650,3650,-1,-1,3650,3650,3650,-1
OTIZJLS,3650,3650,-1,-1,3650,3650,3650,-1
OTIZLSJ,3650,3650,5150,3650,3650,-1,-1,-1
OTIZLJS,3650,3650,-1,-1,3650,3650,3650,-1
OTIJSZL,3600,-1,-1,3650,3650,3650,3650,-1
OTIJSLZ,3600,-1,-1,3650,3650,3650,3650,-1
OTIJZSL,3650,-1,-1,-1,3650,3650,3650,-1
OTIJZLS,3650,-1,-1,-1,3650,3650,3650,-1
OTIJLSZ,3600,-1,-1,3650,3650,3650,3650,-1
OTIJLZS,3650,-1,-1,-1,3650,3650,3650,-1
OTILSZJ,3650,-1,5150,3650,3650,-1,-1,3650
OTILSJZ,3650,-1,3650,3650,3650,-1,3650,3650
OTILZSJ,3650,-1,5150,3650,3650,-1,-1,3650
OTILZJS,3650,-1,-1,-1,3650,3650,3650,-1
OTILJSZ,3600,-1,-1,3650,3650,3550,3650,3650
OTILJZS,3650,-1,-1,-1,3650,3550,3650,-1
OTSIZJL,3650,3650,4050,3650,3650,-1,-1,-1
OTSIZLJ,3650,3650,5150,3650,3650,-1,-1,-1
OTSIJZL,3650,3650,3650,3650,3650,-1,3650,-1
OTSIJLZ,3650,-1,3650,3650,3650,-1,3650,4050
OTSILZJ,3650,-1,5150,3650,3650,-1,-1,4050
OTSILJZ,3650,-1,3650,3650,3650,-1,3650,4050
OTSZIJL,3650,3650,4050,3650,3650,-1,-1,-1
OTSZILJ,3650,3650,5150,3650,3650,-1,-1,-1
OTSZJIL,3650,3650,4050,3650,3650,-1,-1,-1
OTSZJLI,3650,3650,4050,3650,3650,-1,-1,4050
OTSZLIJ,3650,3650,5150,3650,3650,-1,-1,4050
OTSZLJI,3650,3700,4050,3650,3650,-1,-1,4050
OTSJIZL,4600,3650,3650,3650,3650,-1,3650,-1
OTSJILZ,4600,-1,3650,3650,3650,-1,3650,4050
OTSJZIL,4600,3650,3650,3650,3650,-1,3650,-1
OTSJZLI,4600,3650,3650,3650,3650,-1,3650,4050
OTSJLIZ,4600,3650,3650,3650,3650,-1,3650,5150
OTSJLZI,4600,3650,3650,3650,3650,-1,3650,5150
OTSLIZJ,3650,3650,5150,3650,3650,-1,-1,4050
OTSLIJZ,3650,3650,3650,3650,3650,-1,3650,4050
OTSLZIJ,3650,3600,5150,3650,3650,-1,-1,4050
OTSLZJI,3650,3700,4050,3650,3650,-1,-1,4050
OTSLJIZ,4600,3650,3650,3650,3650,-1,3650,5150
OTSLJZI,4600,3650,3650,3650,3650,-1,3650,5150
OTZISJL,3650,3650,4050,3650,3650,-1,-1,-1
OTZISLJ,3650,3650,5150,3650,3650,-1,-1,-1
OTZIJSL,3650,3650,-1,-1,3650,3650,3650,-1
OTZIJLS,3650,3650,-1,-1,3650,3650,3650,-1
OTZILSJ,3650,3650,5150,3650,3650,-1,-1,-1
OTZILJS,3650,3700,-1,-1,3650,3650,3650,-1
OTZSIJL,3650,3650,4050,3650,3650,-1,-1,-1
OTZSILJ,3650,3650,5150,3650,3650,-1,-1,-1
OTZSJIL,3650,3650,4050,3650,3650,-1,-1,-1
OTZSJLI,3650,3650,4050,3650,3650,-1,-1,3650
OTZSLIJ,3650,3650,5150,3650,3650,-1,-1,3650
OTZSLJI,3650,3700,4050,3650,3650,-1,-1,3650
OTZJISL,3650,3650,-1,-1,3650,3650,3650,-1
OTZJILS,3650,3650,-1,-1,3650,3650,3650,-1
OTZJSIL,4600,3650,-1,-1,3650,3650,3650,-1
OTZJSLI,4600,3650,-1,-1,3650,3650,3650,-1
OTZJLIS,3650,3700,-1,-1,3650,3650,3650,-1
OTZJLSI,4600,3700,-1,-1,3650,3650,3650,-1
OTZLISJ,3650,3650,5150,3650,3650,-1,-1,3650
OTZLIJS,3650,3700,-1,-1,3650,3650,3650,-1
OTZLSIJ,3650,3650,5150,3650,3650,-1,-1,3650
OTZLSJI,3650,3700,4050,3650,3650,-1,-1,3650
OTZLJIS,3650,3700,-1,-1,3650,3650,3650,-1
OTZLJSI,4600,3700,-1,-1,3650,3650,3650,-1
OTJISZL,3600,-1,-1,3650,3650,3650,3650,-1
OTJISLZ,3600,-1,-1,3650,3650,3650,3650,-1
OTJIZSL,3650,-1,-1,-1,3650,3650,3650,-1
OTJIZLS,3650,-1,-1,-1,3650,3650,3650,-1
OTJILSZ,3600,-1,-1,3650,3650,3650,3650,-1
OTJILZS,3650,-1,-1,-1,3650,3650,3650,-1
OTJSIZL,4600,-1,-1,3650,3650,3650,3650,-1
OTJSILZ,4600,-1,-1,3650,3650,3650,3650,3650
OTJSZIL,4600,-1,-1,3650,3650,3650,3650,-1
OTJSZLI,4600,-1,-1,3650,3650,3650,3650,3650
OTJSLIZ,4600,-1,-1,3650,3650,3650,3650,3650
OTJSLZI,4600,-1,-1,3650,3650,3650,3650,3650
OTJZISL,3650,-1,-1,-1,3650,3650,3650,-1
OTJZILS,3650,-1,-1,-1,3650,3650,3650,-1
OTJZSIL,4600,-1,-1,-1,3650,3650,3650,-1
OTJZSLI,4600,-1,-1,-1,3650,3650,3650,-1
OTJZLIS,3650,-1,-1,-1,3650,3650,3650,-1
OTJZLSI,4600,-1,-1,-1,3650,3650,3650,-1
OTJLISZ,3600,-1,-1,3650,3650,3650,3650,3650
OTJLIZS,3650,-1,-1,-1,3650,3650,3650,-1
OTJLSIZ,4600,-1,-1,3650,3650,3650,3650,3650
OTJLSZI,4600,-1,-1,3650,3650,3650,3650,3650
OTJLZIS,3650,-1,-1,-1,3650,3650,3650,-1
OTJLZSI,4600,-1,-1,-1,3650,3650,3650,-1
OTLISZJ,3650,3650,5150,3650,3650,-1,-1,3650
OTLISJZ,3650,3650,3650,3650,3650,-1,3650,3650
OTLIZSJ,3650,3600,5150,3650,3650,-1,-1,3650
OTLIZJS,3650,3600,-1,-1,3650,3650,3650,-1
OTLIJSZ,3600,-1,-1,3650,3650,3550,3650,3650
OTLIJZS,3650,-1,-1,-1,3650,3550,3650,-1
OTLSIZJ,3650,3650,5150,3650,3650,-1,-1,4050
OTLSIJZ,3650,3650,3650,3650,3650,-1,3650,4050
OTLSZIJ,3650,3600,5150,3650,3650,-1,-1,4050
OTLSZJI,3650,3700,4050,3650,3650,-1,-1,4050
OTLSJIZ,4600,3650,3650,3650,3650,-1,3650,5150
OTLSJZI,4600,3650,3650,3650,3650,-1,3650,5150
OTLZISJ,3650,3600,5150,3650,3650,-1,-1,3650
OTLZIJS,3650,3600,-1,-1,3650,3650,3650,-1
OTLZSIJ,3650,3600,5150,3650,3650,-1,-1,3650
OTLZSJI,3650,3600,4050,3650,3650,-1,-1,3650
OTLZJIS,3650,3600,-1,-1,3650,3650,3650,-1
OTLZJSI,4600,3600,-1,-1,3650,3650,3650,-1
OTLJISZ,3600,-1,-1,3650,3650,3650,3650,3650
OTLJIZS,3650,-1,-1,-1,3650,3650,3650,-1
OTLJSIZ,4600,-1,-1,3650,3650,3650,3650,3650
OTLJSZI,4600,-1,-1,3650,3650,3650,3650,3650
OTLJZIS,3650,-1,-1,-1,3650,3650,3650,-1
OTLJZSI,4600,-1,-1,-1,3650,3650,3650,-1
SIOZJLT,3650,-1,5150,-1,-1,3650,-1,-1
SIOZJTL,3650,-1,4050,3650,-1,3650,-1,-1
SIOZLJT,3650,-1,5150,-1,-1,3650,-1,-1
SIOZLTJ,3650,-1,5150,3650,-1,-1,-1,-1
SIOZTJL,3650,-1,4050,3650,-1,-1,-1,-1
SIOZTLJ,3650,-1,5150,3650,-1,-1,-1,-1
SIOJZLT,4600,-1,5150,-1,-1,3650,-1,-1
SIOJZTL,4600,-1,4050,3650,3650,3650,3650,-1
SIOJLZT,4600,-1,5150,-1,-1,3550,-1,-1
SIOJLTZ,4600,-1,3650,3650,3650,3550,3550,5150
SIOJTZL,4600,-1,3650,3650,3650,3650,3650,-1
SIOJTLZ,4600,-1,3650,3650,3650,3650,3650,4050
SIOLZJT,3650,-1,5150,-1,-1,3650,-1,-1
SIOLZTJ,3650,-1,5150,3650,-1,-1,-1,-1
SIOLJZT,4600,-1,5150,-1,-1,3550,-1,-1
SIOLJTZ,4600,-1,3650,3650,3550,3550,3550,5150
SIOLTZJ,3650,-1,5150,3650,3650,-1,-1,4050
SIOLTJZ,3650,-1,3650,3650,3650,-1,3650,4050
SIOTZJL,3650,-1,4050,3650,3650,-1,-1,-1
SIOTZLJ,3650,-1,5150,3650,3650,-1,-1,-1
SIOTJZL,3650,-1,3650,3650,3650,-1,3650,-1
SIOTJLZ,3650,-1,3650,3650,3650,-1,3650,4050
SIOTLZJ,3650,-1,5150,3650,3650,-1,-1,4050
SIOTLJZ,3650,-1,3650,3650,3650,-1,3650,4050
SIZOJLT,3650,4550,5150,-1,-1,3650,-1,-1
SIZOJTL,3650,4050,4050,3650,-1,3650,-1,-1
SIZOLJT,3650,4450,5150,-1,-1,3650,-1,-1
SIZOLTJ,3650,4000,5150,3650,-1,-1,-1,-1
SIZOTJL,3650,4050,4050,3650,-1,-1,-1,-1
SIZOTLJ,3650,4050,5150,3650,-1,-1,-1,-1
SIZJOLT,3650,4550,5150,-1,-1,3650,-1,-1
SIZJOTL,3650,4050,4050,3650,-1,3650,-1,-1
SIZJLOT,3650,4450,5150,-1,-1,3550,-1,-1
SIZJLTO,3650,4400,4750,-1,-1,3550,-1,-1
SIZJTOL,3650,4050,4050,3650,-1,3650,-1,-1
SIZJTLO,3650,4050,4050,3650,-1,3650,-1,-1
SIZLOJT,3650,4450,5150,-1,-1,3650,-1,-1
SIZLOTJ,3650,4000,5150,3650,-1,-1,-1,-1
SIZLJOT,3650,4450,5150,-1,-1,3550,-1,-1
SIZLJTO,3650,4250,4750,-1,-1,3550,-1,-1
SIZLTOJ,3650,4000,5150,3650,-1,-1,-1,-1
SIZLTJO,3650,4000,4750,3650,-1,-1,-1,-1
SIZTOJL,3650,4050,4050,3650,-1,-1,-1,-1
SIZTOLJ,3650,4050,5150,3650,-1,-1,-1,-1
SIZTJOL,3650,4050,4050,3650,-1,-1,-1,-1
SIZTJLO,3650,4050,4050,3650,-1,-1,-1,-1
SIZTLOJ,3650,4050,5150,3650,-1,-1,-1,-1
SIZTLJO,3650,4100,4750,3650,-1,-1,-1,-1
SIJOZLT,4600,-1,5150,-1,-1,3650,-1,-1
SIJOZTL,4600,-1,4050,3650,3650,3650,3650,-1
SIJOLZT,4600,-1,5150,-1,-1,3550,-1,-1
SIJOLTZ,4600,-1,3650,3650,3650,3550,3550,5150
SIJOTZL,4600,-1,3650,3650,3650,3650,3650,-1
SIJOTLZ,4600,-1,3650,3650,3650,3650,3650,4050
SIJZOLT,4600,4550,5150,-1,-1,3650,-1,-1
SIJZOTL,4600,4050,4050,3650,3650,3650,3650,-1
SIJZLOT,4600,4450,5150,-1,-1,3550,-1,-1
SIJZLTO,4600,4400,4750,-1,-1,3550,-1,-1
SIJZTOL,4600,4050,4050,3650,3650,3650,3650,-1
SIJZTLO,4600,4050,4050,3650,3650,3650,3650,-1
SIJLOZT,4600,3650,5150,-1,-1,3550,-1,-1
SIJLOTZ,4600,-1,3650,3650,3650,3550,3550,5150
SIJLZOT,4600,4450,5150,-1,-1,3550,-1,-1
SIJLZTO,4600,4400,4750,-1,-1,3550,-1,-1
SIJLTOZ,4600,4050,3550,3650,3650,3550,3550,4050
SIJLTZO,4600,4050,3550,3650,3650,3550,3550,4050
SIJTOZL,4600,4050,3650,3650,3650,3650,3650,-1
SIJTOLZ,4600,-1,3650,3650,3650,3650,3650,4050
SIJTZOL,4600,4050,3650,3650,3650,3650,3650,-1
SIJTZLO,4600,4050,3650,3650,3650,3650,3650,-1
SIJTLOZ,4600,4050,3550,3650,3650,3550,3550,4050
SIJTLZO,4600,4050,3550,3650,3650,3550,3550,4050
SILOZJT,3650,3550,5150,-1,-1,3650,-1,-1
SILOZTJ,3650,3550,5150,3650,-1,-1,-1,-1
SILOJZT,4600,3650,5150,-1,-1,3550,-1,-1
SILOJTZ,4600,-1,3650,3650,3550,3550,3550,5150
SILOTZJ,3650,-1,5150,3650,3650,-1,-1,4050
